county,state,households_SOURCE_Census_ACS_5yr_B19001,"share_income_above_59,865_DERIVED_interpolated",est_share_fico_ge670_state_DERIVED_ESTIMATE,addressable_households_DERIVED (hh x income share x credit share)
"Prince of Wales-Hyder Census Area, AK",AK,2419,0.5092,0.7156,881
"Pendleton County, WV",WV,2342,0.5523,0.6809,881
"Tucker County, WV",WV,2840,0.4526,0.6809,875
"Scott County, KS",KS,2289,0.5338,0.7156,874
"Martin County, KY",KY,3854,0.3286,0.6892,873
"Lowndes County, AL",AL,4284,0.3198,0.6351,870
"Mineral County, MT",MT,2150,0.5513,0.7321,868
"Brooks County, TX",TX,2977,0.4546,0.6402,866
"Telfair County, GA",GA,3351,0.4025,0.6402,864
"Liberty County, FL",FL,2563,0.4878,0.6892,862
"Stark County, IL",IL,2285,0.5272,0.7156,862
"Rooks County, KS",KS,2136,0.5638,0.7156,862
"Thurston County, NE",NE,1990,0.592,0.7288,859
"Storey County, NV",NV,1892,0.6664,0.6809,859
"Washington County, CO",CO,2070,0.5676,0.7305,858
"Nuckolls County, NE",NE,1919,0.6134,0.7288,858
"Clay County, TN",TN,3486,0.3576,0.6875,857
"Marion County, GA",GA,2966,0.4509,0.6402,856
"Choctaw County, MS",MS,3464,0.4111,0.6006,855
"Buena Vista city, VA",VA,2554,0.466,0.7172,854
"Phillips County, KS",KS,2273,0.5244,0.7156,853
"Thayer County, NE",NE,2087,0.5593,0.7288,851
"Doddridge County, WV",WV,2554,0.4884,0.6809,849
"Montgomery County, MS",MS,4137,0.3413,0.6006,848
"Wilcox County, AL",AL,3860,0.3451,0.6351,846
"Florence County, WI",WI,2197,0.5134,0.7438,839
"Brule County, SD",SD,1955,0.5832,0.7338,837
"Van Buren County, TN",TN,2569,0.4741,0.6875,837
"Deuel County, SD",SD,1754,0.6477,0.7338,834
"Northwest Arctic Borough, AK",AK,1825,0.6328,0.7156,826
"San Augustine County, TX",TX,2940,0.439,0.6402,826
"Oneida County, ID",ID,1921,0.587,0.7305,824
"Pocahontas County, WV",WV,3181,0.3806,0.6809,824
"Catahoula Parish, LA",LA,3201,0.4105,0.6254,822
"Brown County, IL",IL,2041,0.5619,0.7156,821
"Wilkinson County, GA",GA,3473,0.3688,0.6402,820
"Claiborne Parish, LA",LA,5155,0.2543,0.6254,820
"Lake of the Woods County, MN",MN,1817,0.5998,0.7504,818
"Sargent County, ND",ND,1751,0.634,0.7321,813
"Duval County, TX",TX,3053,0.4159,0.6402,813
"Gentry County, MO",MO,2426,0.4747,0.7024,809
"Dunn County, ND",ND,1571,0.7032,0.7321,809
"Tripp County, SD",SD,2258,0.4869,0.7338,807
"Lincoln County, ID",ID,1848,0.5969,0.7305,806
"Refugio County, TX",TX,2495,0.503,0.6402,803
"Wahkiakum County, WA",WA,2100,0.5165,0.7388,801
"Ringgold County, IA",IA,1899,0.5759,0.7288,797
"Red Lake County, MN",MN,1671,0.6359,0.7504,797
"Atchison County, MO",MO,2287,0.4962,0.7024,797
"LaMoure County, ND",ND,1745,0.6201,0.7321,792
"Benson County, ND",ND,2025,0.5338,0.7321,791
"Cameron Parish, LA",LA,2018,0.626,0.6254,790
"Columbia County, WA",WA,1862,0.5732,0.7388,788
"Luce County, MI",MI,2455,0.4492,0.7106,784
"Lynn County, TX",TX,2099,0.5833,0.6402,784
"Kittson County, MN",MN,1774,0.5856,0.7504,780
"Hot Springs County, WY",WY,2140,0.5067,0.7189,780
"Dickey County, ND",ND,1962,0.5426,0.7321,779
"Scott County, IL",IL,2046,0.5311,0.7156,778
"Franklin County, MS",MS,3074,0.42,0.6006,775
"Tallahatchie County, MS",MS,4306,0.2998,0.6006,775
"Shelby County, MO",MO,2391,0.4616,0.7024,775
"Musselshell County, MT",MT,2148,0.4922,0.7321,774
"Hickory County, MO",MO,3601,0.3057,0.7024,773
"Sheridan County, NE",NE,2108,0.5031,0.7288,773
"Wilcox County, GA",GA,2614,0.4613,0.6402,772
"Edmunds County, SD",SD,1630,0.6456,0.7338,772
"Martin County, TX",TX,1973,0.6102,0.6402,771
"Chouteau County, MT",MT,2159,0.4863,0.7321,769
"Tunica County, MS",MS,3800,0.3366,0.6006,768
"Delta County, TX",TX,2173,0.5521,0.6402,768
"Red River Parish, LA",LA,3100,0.3958,0.6254,767
"Marshall County, SD",SD,1651,0.6319,0.7338,766
"Garfield County, UT",UT,2042,0.5145,0.7288,766
"Yukon-Koyukuk Census Area, AK",AK,2296,0.4652,0.7156,764
"Tillman County, OK",OK,2668,0.4352,0.657,763
"Custer County, ID",ID,1943,0.5349,0.7305,759
"Miller County, GA",GA,2573,0.4589,0.6402,756
"Kimble County, TX",TX,2041,0.5776,0.6402,755
"Pondera County, MT",MT,2268,0.4539,0.7321,754
"Furnas County, NE",NE,2010,0.514,0.7288,753
"Galax city, VA",VA,2763,0.3798,0.7172,753
"Foster County, ND",ND,1531,0.67,0.7321,751
"Gallatin County, IL",IL,2098,0.4962,0.7156,745
"Clark County, MO",MO,2423,0.4355,0.7024,741
"Kemper County, MS",MS,3223,0.3818,0.6006,739
"Craig County, VA",VA,1735,0.5942,0.7172,739
"Phillips County, CO",CO,1952,0.5169,0.7305,737
"Clay County, WV",WV,2972,0.3632,0.6809,735
"Bailey County, TX",TX,2209,0.5173,0.6402,732
"Lincoln County, CO",CO,1971,0.5067,0.7305,730
"Hancock County, GA",GA,2922,0.3889,0.6402,728
"Searcy County, AR",AR,3197,0.345,0.657,725
"Stevens County, KS",KS,1888,0.5365,0.7156,725
"Noxubee County, MS",MS,3946,0.3059,0.6006,725
"Lincoln County, NV",NV,1717,0.6174,0.6809,722
"Oglala Lakota County, SD",SD,2923,0.3339,0.7338,716
"Atkinson County, GA",GA,3222,0.3439,0.6402,709
"Dimmit County, TX",TX,2998,0.3693,0.6402,709
"Sweet Grass County, MT",MT,1552,0.6233,0.7321,708
"Monroe County, AR",AR,2790,0.3826,0.657,701
"Mahnomen County, MN",MN,1885,0.4955,0.7504,701
"Kearny County, KS",KS,1427,0.6853,0.7156,700
"Wells County, ND",ND,1787,0.5351,0.7321,700
"Cumberland County, KY",KY,2630,0.3852,0.6892,698
"Hansford County, TX",TX,1858,0.5859,0.6402,697
"Morrill County, NE",NE,1918,0.4978,0.7288,696
"Jenkins County, GA",GA,3216,0.3375,0.6402,695
"Harper County, KS",KS,2206,0.4405,0.7156,695
"Barber County, KS",KS,1828,0.5272,0.7156,690
"Haskell County, TX",TX,2123,0.506,0.6402,688
"Valley County, NE",NE,1796,0.5244,0.7288,686
"Turner County, GA",GA,3295,0.3247,0.6402,685
"Adams County, ID",ID,1776,0.5281,0.7305,685
"Carlisle County, KY",KY,1865,0.5326,0.6892,685
"Treutlen County, GA",GA,2261,0.4677,0.6402,677
"Alfalfa County, OK",OK,1938,0.5298,0.657,675
"Taylor County, GA",GA,3179,0.3312,0.6402,674
"Benton County, MS",MS,3074,0.3632,0.6006,671
"Menifee County, KY",KY,2478,0.3925,0.6892,670
"Pierce County, ND",ND,1854,0.4925,0.7321,669
"Castro County, TX",TX,2413,0.4332,0.6402,669
"Webster County, WV",WV,2899,0.3382,0.6809,668
"Putnam County, MO",MO,1791,0.5303,0.7024,667
"Clinch County, GA",GA,2428,0.4273,0.6402,664
"Dallas County, AR",AR,2558,0.3938,0.657,662
"Woodruff County, AR",AR,2692,0.3714,0.657,657
"Norton County, KS",KS,2000,0.4594,0.7156,657
"Emporia city, VA",VA,2157,0.4244,0.7172,656
"Cavalier County, ND",ND,1560,0.5733,0.7321,655
"Cameron County, PA",PA,2216,0.4128,0.7156,655
"Republic County, KS",KS,1996,0.457,0.7156,653
"Zavala County, TX",TX,3271,0.3116,0.6402,653
"Sullivan County, MO",MO,2040,0.4545,0.7024,651
"Calhoun County, AR",AR,1690,0.5826,0.657,647
"Meade County, KS",KS,1502,0.602,0.7156,647
"Holt County, MO",MO,1744,0.528,0.7024,647
"Pershing County, NV",NV,1736,0.5471,0.6809,647
"Bath County, VA",VA,1822,0.4949,0.7172,647
"Adams County, IA",IA,1540,0.576,0.7288,646
"Talbot County, GA",GA,2529,0.3978,0.6402,644
"Toole County, MT",MT,1852,0.4749,0.7321,644
"Covington city, VA",VA,2576,0.3488,0.7172,644
"Mills County, TX",TX,1799,0.5572,0.6402,642
"Cotton County, OK",OK,2040,0.4786,0.657,641
"Lafayette County, AR",AR,2622,0.3699,0.657,637
"Hancock County, TN",TN,2828,0.3274,0.6875,637
"Allendale County, SC",SC,3238,0.2868,0.6809,632
"Madison Parish, LA",LA,3053,0.3303,0.6254,631
"Greer County, OK",OK,1948,0.4913,0.657,629
"Mason County, TX",TX,1711,0.5742,0.6402,629
"Petersburg Borough, AK",AK,1371,0.6385,0.7156,626
"Chase County, NE",NE,1476,0.5775,0.7288,621
"San Saba County, TX",TX,2090,0.4643,0.6402,621
"Wheeler County, TX",TX,1928,0.5018,0.6402,619
"Chattahoochee County, GA",GA,1866,0.5173,0.6402,618
"Scotland County, MO",MO,1550,0.5677,0.7024,618
"Emmons County, ND",ND,1528,0.5509,0.7321,616
"Elliott County, KY",KY,2440,0.3651,0.6892,614
"Gilmer County, WV",WV,2254,0.3996,0.6809,613
"Dillingham Census Area, AK",AK,1403,0.6094,0.7156,612
"Hickman County, KY",KY,1731,0.5131,0.6892,612
"Johnson County, NE",NE,1708,0.4905,0.7288,611
"Floyd County, TX",TX,1952,0.4886,0.6402,611
"Gregory County, SD",SD,1609,0.5161,0.7338,609
"Bullock County, AL",AL,3688,0.259,0.6351,607
"Hartley County, TX",TX,1633,0.5801,0.6402,606
"Webster County, NE",NE,1493,0.5514,0.7288,600
"Todd County, SD",SD,2544,0.3216,0.7338,600
"Reynolds County, MO",MO,2335,0.3645,0.7024,598
"Hyde County, NC",NC,1939,0.4436,0.6941,597
"Hand County, SD",SD,1405,0.5789,0.7338,597
"Pickett County, TN",TN,2167,0.4008,0.6875,597
"Calhoun County, IL",IL,1239,0.6685,0.7156,593
"Sheridan County, MT",MT,1476,0.5475,0.7321,592
"Aleutians West Census Area, AK",AK,956,0.8644,0.7156,591
"Haskell County, KS",KS,1403,0.5891,0.7156,591
"Osborne County, KS",KS,1579,0.5233,0.7156,591
"Stafford County, KS",KS,1579,0.5221,0.7156,590
"Forest County, PA",PA,1920,0.4291,0.7156,590
"Claiborne County, MS",MS,3008,0.3225,0.6006,583
"Dewey County, SD",SD,1692,0.4677,0.7338,581
"Kusilvak Census Area, AK",AK,1916,0.4219,0.7156,578
"Mineral County, NV",NV,1830,0.4629,0.6809,577
"Trego County, KS",KS,1367,0.5885,0.7156,576
"Bowman County, ND",ND,1291,0.6094,0.7321,576
"Wirt County, WV",WV,2041,0.4147,0.6809,576
"Beaver County, OK",OK,1673,0.5215,0.657,573
"Stanley County, SD",SD,1290,0.6048,0.7338,573
"Nelson County, ND",ND,1338,0.5829,0.7321,571
"Childress County, TX",TX,1838,0.4855,0.6402,571
"Fisher County, TX",TX,1564,0.5696,0.6402,570
"Clark County, SD",SD,1336,0.5773,0.7338,566
"Menominee County, WI",WI,1405,0.5408,0.7438,565
"Copper River Census Area, AK",AK,1207,0.6522,0.7156,563
"Smith County, KS",KS,1578,0.4958,0.7156,560
"Carter County, MO",MO,2038,0.3906,0.7024,559
"Lee County, KY",KY,2595,0.3097,0.6892,554
"Dewey County, OK",OK,1631,0.5172,0.657,554
"Crane County, TX",TX,1632,0.5295,0.6402,553
"Hanson County, SD",SD,1132,0.6642,0.7338,552
"Granite County, MT",MT,1514,0.4948,0.7321,548
"Phillips County, MT",MT,1765,0.4239,0.7321,548
"Alexander County, IL",IL,1904,0.3987,0.7156,543
"Fallon County, MT",MT,1178,0.6299,0.7321,543
"Mora County, NM",NM,1968,0.3988,0.6842,537
"Grant County, OK",OK,1612,0.507,0.657,537
"Perry County, AL",AL,3440,0.2454,0.6351,536
"Wayne County, UT",UT,1156,0.6339,0.7288,534
"Perkins County, SD",SD,1309,0.5542,0.7338,532
"Crosby County, TX",TX,1929,0.4305,0.6402,532
"Wolfe County, KY",KY,2673,0.2882,0.6892,531
"Douglas County, SD",SD,1138,0.6351,0.7338,530
"Nance County, NE",NE,1342,0.5397,0.7288,528
"Coal County, OK",OK,2051,0.3916,0.657,528
"Bent County, CO",CO,1875,0.384,0.7305,526
"Jefferson County, OK",OK,2163,0.3701,0.657,526
"Catron County, NM",NM,1789,0.4291,0.6842,525
"Calhoun County, WV",WV,2525,0.301,0.6809,518
"Logan County, KS",KS,1241,0.5811,0.7156,516
"Kimball County, NE",NE,1489,0.4759,0.7288,516
"Hardin County, IL",IL,1545,0.463,0.7156,512
"Warren County, GA",GA,2097,0.3803,0.6402,511
"Pulaski County, IL",IL,1940,0.3682,0.7156,511
"Divide County, ND",ND,1016,0.687,0.7321,511
"Perkins County, NE",NE,1192,0.5855,0.7288,509
"Roger Mills County, OK",OK,1416,0.5472,0.657,509
"Sherman County, NE",NE,1325,0.5255,0.7288,508
"Lyman County, SD",SD,1188,0.5807,0.7338,506
"Traverse County, MN",MN,1311,0.5136,0.7504,505
"Greene County, AL",AL,3225,0.2454,0.6351,503
"Crockett County, TX",TX,1225,0.6412,0.6402,503
"La Salle County, TX",TX,1647,0.4729,0.6402,499
"Lewis County, ID",ID,1574,0.4332,0.7305,498
"Dolores County, CO",CO,1254,0.5424,0.7305,497
"Pope County, IL",IL,1385,0.5016,0.7156,497
"Rush County, KS",KS,1387,0.5011,0.7156,497
"Fulton County, KY",KY,2550,0.2826,0.6892,497
"Schley County, GA",GA,1639,0.4728,0.6402,496
"Lee County, AR",AR,2690,0.2801,0.657,495
"Ness County, KS",KS,1161,0.5963,0.7156,495
"Ellis County, OK",OK,1478,0.5101,0.657,495
"Jefferson County, MS",MS,2494,0.3293,0.6006,493
"Hemphill County, TX",TX,1476,0.5212,0.6402,493
"Shackelford County, TX",TX,1293,0.5899,0.6402,488
"East Carroll Parish, LA",LA,2617,0.294,0.6254,481
"Harlan County, NE",NE,1197,0.551,0.7288,481
"Harper County, OK",OK,1333,0.5446,0.657,477
"Sutton County, TX",TX,1273,0.5836,0.6402,476
"Franklin County, NE",NE,1293,0.5033,0.7288,474
"McIntosh County, ND",ND,1196,0.5418,0.7321,474
"Baca County, CO",CO,1657,0.3903,0.7305,472
"Burke County, ND",ND,904,0.7138,0.7321,472
"Schuyler County, MO",MO,1307,0.5116,0.7024,470
"Frontier County, NE",NE,1074,0.5992,0.7288,469
"Aurora County, SD",SD,1064,0.6008,0.7338,469
"Mercer County, MO",MO,1302,0.5111,0.7024,467
"Union County, NM",NM,1438,0.471,0.6842,463
"Kidder County, ND",ND,1170,0.531,0.7321,455
"Renville County, ND",ND,969,0.6397,0.7321,454
"Miner County, SD",SD,932,0.6625,0.7338,453
"Humphreys County, MS",MS,2900,0.2582,0.6006,450
"Lincoln County, KS",KS,1278,0.4894,0.7156,448
"Quitman County, MS",MS,2643,0.282,0.6006,448
"Niobrara County, WY",WY,1188,0.524,0.7189,448
"Chautauqua County, KS",KS,1356,0.461,0.7156,447
"Hettinger County, ND",ND,1130,0.5396,0.7321,446
"Potter County, SD",SD,1066,0.567,0.7338,444
"Sierra County, CA",CA,1219,0.507,0.7172,443
"Rawlins County, KS",KS,1170,0.5283,0.7156,442
"Gove County, KS",KS,1168,0.528,0.7156,441
"Sanborn County, SD",SD,946,0.6311,0.7338,438
"Swisher County, TX",TX,2383,0.2873,0.6402,438
"Wilkinson County, MS",MS,3185,0.2285,0.6006,437
"Knox County, MO",MO,1288,0.4829,0.7024,437
"Aleutians East Borough, AK",AK,1045,0.5828,0.7156,436
"Calhoun County, GA",GA,1593,0.4264,0.6402,435
"Kiowa County, KS",KS,955,0.6254,0.7156,427
"Garfield County, WA",WA,1031,0.5586,0.7388,426
"Hidalgo County, NM",NM,1478,0.4204,0.6842,425
"Kinney County, TX",TX,1152,0.5743,0.6402,424
"Rich County, UT",UT,923,0.6307,0.7288,424
"Brown County, NE",NE,1275,0.4553,0.7288,423
"Presidio County, TX",TX,2418,0.2705,0.6402,419
"Haines Borough, AK",AK,901,0.6424,0.7156,414
"Jewell County, KS",KS,1317,0.4391,0.7156,414
"Hardeman County, TX",TX,1230,0.5253,0.6402,414
"Sheridan County, KS",KS,987,0.5845,0.7156,413
"Tyrrell County, NC",NC,1547,0.3836,0.6941,412
"Decatur County, KS",KS,1327,0.4313,0.7156,410
"Upton County, TX",TX,1360,0.4709,0.6402,410
"Highland County, VA",VA,1003,0.5684,0.7172,409
"Pawnee County, NE",NE,1090,0.5138,0.7288,408
"Towner County, ND",ND,989,0.5628,0.7321,408
"Stanton County, KS",KS,856,0.6642,0.7156,407
"Crowley County, CO",CO,1337,0.4128,0.7305,403
"Garza County, TX",TX,1463,0.4307,0.6402,403
"Lipscomb County, TX",TX,1025,0.6078,0.6402,399
"Randolph County, GA",GA,2688,0.2313,0.6402,398
"Costilla County, CO",CO,1651,0.3284,0.7305,396
"Adams County, ND",ND,1030,0.5209,0.7321,393
"Baylor County, TX",TX,1530,0.3988,0.6402,391
"Knox County, TX",TX,1246,0.4873,0.6402,389
"Cheyenne County, KS",KS,1210,0.4455,0.7156,386
"McPherson County, SD",SD,915,0.5756,0.7338,386
"Woodson County, KS",KS,1254,0.4284,0.7156,384
"Coke County, TX",TX,1594,0.3762,0.6402,384
"Lake County, TN",TN,2067,0.2693,0.6875,383
"Schleicher County, TX",TX,964,0.6205,0.6402,383
"Grant County, ND",ND,1059,0.4925,0.7321,382
"Norton city, VA",VA,1605,0.3322,0.7172,382
"Meagher County, MT",MT,927,0.557,0.7321,378
"Guadalupe County, NM",NM,1490,0.3708,0.6842,378
"Oliver County, ND",ND,725,0.7124,0.7321,378
"Chase County, KS",KS,1147,0.4596,0.7156,377
"Corson County, SD",SD,1128,0.4552,0.7338,377
"Greeley County, NE",NE,958,0.5352,0.7288,374
"Griggs County, ND",ND,992,0.5143,0.7321,373
"Gosper County, NE",NE,836,0.6077,0.7288,370
"Elk County, KS",KS,999,0.5157,0.7156,369
"Echols County, GA",GA,1145,0.4977,0.6402,365
"Wrangell City and Borough, AK",AK,976,0.5208,0.7156,364
"Donley County, TX",TX,1180,0.4825,0.6402,364
"Stewart County, GA",GA,1771,0.3197,0.6402,362
"Edwards County, KS",KS,1162,0.4348,0.7156,362
"Morton County, KS",KS,972,0.5195,0.7156,361
"Eddy County, ND",ND,1173,0.4206,0.7321,361
"Butte County, ID",ID,1073,0.452,0.7305,354
"Keweenaw County, MI",MI,1135,0.4391,0.7106,354
"Gilliam County, OR",OR,875,0.5531,0.7321,354
"Wheeler County, GA",GA,1615,0.3411,0.6402,353
"Wichita County, KS",KS,824,0.5963,0.7156,352
"Hitchcock County, NE",NE,1111,0.4263,0.7288,345
"Steele County, ND",ND,806,0.5839,0.7321,345
"Graham County, KS",KS,1191,0.3978,0.7156,339
"Hoonah-Angoon Census Area, AK",AK,924,0.511,0.7156,338
"Clay County, GA",GA,1231,0.4295,0.6402,338
"Jerauld County, SD",SD,785,0.587,0.7338,338
"Judith Basin County, MT",MT,918,0.4967,0.7321,334
"Deuel County, NE",NE,837,0.5462,0.7288,333
"Cheyenne County, CO",CO,785,0.5719,0.7305,328
"Sedgwick County, CO",CO,1022,0.4395,0.7305,328
"Collingsworth County, TX",TX,975,0.5235,0.6402,327
"Reagan County, TX",TX,1033,0.4908,0.6402,325
"Bennett County, SD",SD,920,0.4768,0.7338,322
"Real County, TX",TX,1128,0.4446,0.6402,321
"McCone County, MT",MT,798,0.5359,0.7321,313
"Sioux County, ND",ND,1112,0.3832,0.7321,312
"Hamilton County, KS",KS,757,0.5725,0.7156,310
"Faulk County, SD",SD,862,0.4905,0.7338,310
"Golden Valley County, ND",ND,699,0.6006,0.7321,307
"Hall County, TX",TX,1169,0.4107,0.6402,307
"Boyd County, NE",NE,744,0.5642,0.7288,306
"Jeff Davis County, TX",TX,966,0.4924,0.6402,304
"Logan County, ND",ND,777,0.5309,0.7321,302
"Glascock County, GA",GA,1036,0.4544,0.6402,301
"Campbell County, SD",SD,754,0.5422,0.7338,300
"Baker County, GA",GA,1108,0.4213,0.6402,299
"Sully County, SD",SD,637,0.6386,0.7338,298
"Clark County, KS",KS,788,0.5271,0.7156,297
"Sherman County, OR",OR,804,0.5033,0.7321,296
"Armstrong County, TX",TX,767,0.6024,0.6402,296
"Sharkey County, MS",MS,1422,0.3329,0.6006,284
"Concho County, TX",TX,814,0.5342,0.6402,278
"Menard County, TX",TX,942,0.4606,0.6402,278
"Tensas Parish, LA",LA,1578,0.2806,0.6254,277
"Dundy County, NE",NE,779,0.4853,0.7288,276
"Powder River County, MT",MT,708,0.5278,0.7321,274
"Garfield County, NE",NE,701,0.5349,0.7288,273
"Haakon County, SD",SD,687,0.5424,0.7338,273
"Sherman County, TX",TX,843,0.5064,0.6402,273
"Wheatland County, MT",MT,883,0.4212,0.7321,272
"Jim Hogg County, TX",TX,1279,0.3298,0.6402,270
"Culberson County, TX",TX,868,0.4742,0.6402,264
"Daniels County, MT",MT,734,0.4882,0.7321,262
"Eureka County, NV",NV,622,0.619,0.6809,262
"Oldham County, TX",TX,614,0.6623,0.6402,260
"Worth County, MO",MO,847,0.4339,0.7024,258
"Liberty County, MT",MT,724,0.4844,0.7321,257
"Harding County, SD",SD,498,0.6996,0.7338,256
"Sheridan County, ND",ND,675,0.5095,0.7321,252
"Comanche County, KS",KS,824,0.4236,0.7156,250
"Hodgeman County, KS",KS,697,0.5014,0.7156,250
"Garden County, NE",NE,858,0.3969,0.7288,248
"Greeley County, KS",KS,541,0.6392,0.7156,247
"De Baca County, NM",NM,820,0.4396,0.6842,247
"Denali Borough, AK",AK,565,0.6079,0.7156,246
"Harmon County, OK",OK,964,0.3865,0.657,245
"Robertson County, KY",KY,810,0.4337,0.6892,242
"Lane County, KS",KS,709,0.4711,0.7156,239
"Ziebach County, SD",SD,735,0.4432,0.7338,239
"Cimarron County, OK",OK,707,0.5064,0.657,235
"Quitman County, GA",GA,1067,0.3397,0.6402,232
"Hinsdale County, CO",CO,511,0.6023,0.7305,225
"Throckmorton County, TX",TX,737,0.4763,0.6402,225
"Wallace County, KS",KS,599,0.5234,0.7156,224
"Alpine County, CA",CA,435,0.7151,0.7172,223
"Webster County, GA",GA,843,0.4091,0.6402,221
"Wheeler County, OR",OR,703,0.4287,0.7321,221
"Rock County, NE",NE,600,0.4956,0.7288,217
"Irion County, TX",TX,588,0.5694,0.6402,214
"Carter County, MT",MT,600,0.4858,0.7321,213
"Kiowa County, CO",CO,585,0.4833,0.7305,207
"Wibaux County, MT",MT,461,0.61,0.7321,206
"Jackson County, CO",CO,658,0.4248,0.7305,204
"Owsley County, KY",KY,1567,0.1888,0.6892,204
"Cochran County, TX",TX,922,0.3464,0.6402,204
"Hyde County, SD",SD,503,0.5479,0.7338,202
"Skagway Municipality, AK",AK,450,0.6251,0.7156,201
"Jackson County, SD",SD,830,0.3266,0.7338,199
"Billings County, ND",ND,407,0.6593,0.7321,196
"Mellette County, SD",SD,641,0.4089,0.7338,192
"Hudspeth County, TX",TX,842,0.3531,0.6402,190
"Glasscock County, TX",TX,460,0.6413,0.6402,189
"Dickens County, TX",TX,727,0.4014,0.6402,187
"Cottle County, TX",TX,577,0.4978,0.6402,184
"San Juan County, CO",CO,399,0.6197,0.7305,181
"Prairie County, MT",MT,545,0.4397,0.7321,175
"Garfield County, MT",MT,432,0.5475,0.7321,173
"Taliaferro County, GA",GA,588,0.4447,0.6402,167
"Stonewall County, TX",TX,513,0.4884,0.6402,160
"Slope County, ND",ND,374,0.5732,0.7321,157
"Sioux County, NE",NE,490,0.4372,0.7288,156
"Esmeralda County, NV",NV,503,0.4513,0.6809,155
"Sterling County, TX",TX,399,0.5979,0.6402,153
"Piute County, UT",UT,555,0.3779,0.7288,153
"Buffalo County, SD",SD,508,0.4046,0.7338,151
"Motley County, TX",TX,460,0.5142,0.6402,151
"Hayes County, NE",NE,377,0.5419,0.7288,149
"Briscoe County, TX",TX,553,0.4187,0.6402,148
"Bristol Bay Borough, AK",AK,291,0.6851,0.7156,143
"Treasure County, MT",MT,360,0.5397,0.7321,142
"Foard County, TX",TX,437,0.5063,0.6402,142
"Wheeler County, NE",NE,359,0.5358,0.7288,140
"Banner County, NE",NE,305,0.6207,0.7288,138
"Logan County, NE",NE,299,0.6327,0.7288,138
"Mineral County, CO",CO,386,0.4712,0.7305,133
"Jones County, SD",SD,342,0.5279,0.7338,132
"Camas County, ID",ID,370,0.4771,0.7305,129
"Roberts County, TX",TX,323,0.6133,0.6402,127
"Golden Valley County, MT",MT,376,0.4585,0.7321,126
"Lake and Peninsula Borough, AK",AK,324,0.5387,0.7156,125
"Terrell County, TX",TX,451,0.4198,0.6402,121
"Thomas County, NE",NE,304,0.5312,0.7288,118
"Keya Paha County, NE",NE,302,0.5273,0.7288,116
"Yakutat City and Borough, AK",AK,206,0.7723,0.7156,114
"Kent County, TX",TX,308,0.5781,0.6402,114
"Grant County, NE",NE,284,0.5254,0.7288,109
"Daggett County, UT",UT,288,0.5152,0.7288,108
"Hooker County, NE",NE,327,0.423,0.7288,101
"Clark County, ID",ID,279,0.481,0.7305,98
"Loup County, NE",NE,244,0.5338,0.7288,95
"Borden County, TX",TX,243,0.5975,0.6402,93
"Blaine County, NE",NE,197,0.6302,0.7288,90
"Arthur County, NE",NE,185,0.6114,0.7288,82
"Petroleum County, MT",MT,221,0.503,0.7321,81
"Edwards County, TX",TX,404,0.3115,0.6402,81
"Harding County, NM",NM,286,0.3719,0.6842,73
"McPherson County, NE",NE,212,0.454,0.7288,70
"Issaquena County, MS",MS,350,0.253,0.6006,53
"McMullen County, TX",TX,207,0.3441,0.6402,46
"King County, TX",TX,111,0.4234,0.6402,30
"Kalawao County, HI",HI,40,0.6007,0.7321,18
"Kenedy County, TX",TX,55,0.2737,0.6402,10
"Loving County, TX",TX,27,0.1577,0.6402,3
"Adjuntas Municipio, PR",PR,6069,0.0412,n/a,n/a
"Aguada Municipio, PR",PR,13100,0.1134,n/a,n/a
"Aguadilla Municipio, PR",PR,22295,0.1753,n/a,n/a
"Aguas Buenas Municipio, PR",PR,8932,0.1491,n/a,n/a
"Aibonito Municipio, PR",PR,9777,0.1413,n/a,n/a
"Añasco Municipio, PR",PR,9524,0.142,n/a,n/a
"Arecibo Municipio, PR",PR,33403,0.1697,n/a,n/a
"Arroyo Municipio, PR",PR,6739,0.1088,n/a,n/a
"Barceloneta Municipio, PR",PR,9053,0.1929,n/a,n/a
"Barranquitas Municipio, PR",PR,10014,0.1308,n/a,n/a
"Bayamón Municipio, PR",PR,74334,0.2463,n/a,n/a
"Cabo Rojo Municipio, PR",PR,19137,0.186,n/a,n/a
"Caguas Municipio, PR",PR,51048,0.2552,n/a,n/a
"Camuy Municipio, PR",PR,12431,0.175,n/a,n/a
"Canóvanas Municipio, PR",PR,15816,0.2479,n/a,n/a
"Carolina Municipio, PR",PR,64982,0.2973,n/a,n/a
"Cataño Municipio, PR",PR,9293,0.2053,n/a,n/a
"Cayey Municipio, PR",PR,17016,0.2164,n/a,n/a
"Ceiba Municipio, PR",PR,4435,0.163,n/a,n/a
"Ciales Municipio, PR",PR,5774,0.0802,n/a,n/a
"Cidra Municipio, PR",PR,15010,0.2031,n/a,n/a
"Coamo Municipio, PR",PR,13776,0.1321,n/a,n/a
"Comerío Municipio, PR",PR,6113,0.0994,n/a,n/a
"Corozal Municipio, PR",PR,11512,0.1788,n/a,n/a
"Culebra Municipio, PR",PR,524,0.1463,n/a,n/a
"Dorado Municipio, PR",PR,12768,0.3423,n/a,n/a
"Fajardo Municipio, PR",PR,13169,0.1549,n/a,n/a
"Florida Municipio, PR",PR,4749,0.1046,n/a,n/a
"Guánica Municipio, PR",PR,5782,0.0613,n/a,n/a
