county,state,households_SOURCE_Census_ACS_5yr_B19001,"share_income_above_37,415_DERIVED_interpolated",est_share_fico_ge670_state_DERIVED_ESTIMATE,addressable_households_DERIVED (hh x income share x credit share)
"Montezuma County, CO",CO,11269,0.7222,0.7305,5945
"Lewis County, NY",NY,11110,0.7483,0.7139,5935
"Daviess County, IN",IN,11814,0.7182,0.699,5931
"Meade County, KY",KY,11007,0.7795,0.6892,5913
"Posey County, IN",IN,10533,0.8026,0.699,5909
"Lincoln County, OK",OK,13141,0.6844,0.657,5909
"Claiborne County, TN",TN,13724,0.626,0.6875,5907
"Weakley County, TN",TN,13384,0.6416,0.6875,5904
"Wythe County, VA",VA,12533,0.6564,0.7172,5900
"Staunton city, VA",VA,11309,0.7264,0.7172,5891
"Chester County, SC",SC,13159,0.6574,0.6809,5890
"Bremer County, IA",IA,9716,0.8298,0.7288,5876
"Winchester city, VA",VA,11492,0.7128,0.7172,5875
"Coffee County, GA",GA,15349,0.5962,0.6402,5858
"Hancock County, WV",WV,12824,0.6708,0.6809,5857
"Giles County, TN",TN,12058,0.7055,0.6875,5849
"Polk County, MO",MO,12059,0.689,0.7024,5836
"Todd County, MN",MN,10209,0.7613,0.7504,5832
"Austin County, TX",TX,12128,0.7503,0.6402,5826
"Dinwiddie County, VA",VA,10661,0.7606,0.7172,5816
"Jennings County, IN",IN,10944,0.7598,0.699,5812
"Carroll County, VA",VA,12576,0.6444,0.7172,5812
"Leelanau County, MI",MI,9645,0.8465,0.7106,5801
"Woodford County, KY",KY,10814,0.7778,0.6892,5797
"Henry County, TN",TN,13452,0.6258,0.6875,5788
"Waushara County, WI",WI,10586,0.7351,0.7438,5788
"Covington County, AL",AL,14642,0.6214,0.6351,5779
"Jo Daviess County, IL",IL,10391,0.7764,0.7156,5773
"Gillespie County, TX",TX,11513,0.7832,0.6402,5773
"Curry County, OR",OR,11159,0.7065,0.7321,5772
"Decatur County, IN",IN,10712,0.7678,0.699,5749
"Pacific County, WA",WA,10977,0.7085,0.7388,5746
"Howard County, TX",TX,12191,0.7355,0.6402,5740
"Franklin County, KS",KS,10409,0.7698,0.7156,5734
"Jasper County, TX",TX,13845,0.6462,0.6402,5728
"Union County, OR",OR,10900,0.7168,0.7321,5720
"Chaffee County, CO",CO,9863,0.7937,0.7305,5719
"Hocking County, OH",OH,11568,0.701,0.704,5709
"Boyle County, KY",KY,12045,0.6874,0.6892,5707
"Carroll County, OH",OH,11206,0.722,0.704,5696
"Cheboygan County, MI",MI,11159,0.7171,0.7106,5686
"Marshall County, WV",WV,12487,0.6677,0.6809,5677
"Lyon County, MN",MN,10108,0.7468,0.7504,5664
"Fairfax city, VA",VA,9155,0.8623,0.7172,5662
"Washington County, IN",IN,11229,0.7208,0.699,5657
"Haralson County, GA",GA,11747,0.7519,0.6402,5654
"Ashe County, NC",NC,12201,0.6668,0.6941,5647
"Marion County, MO",MO,11323,0.7089,0.7024,5638
"Fayette County, OH",OH,11582,0.691,0.704,5635
"Aransas County, TX",TX,12478,0.7036,0.6402,5621
"Montgomery County, IL",IL,11319,0.6935,0.7156,5618
"Stoddard County, MO",MO,11585,0.6895,0.7024,5610
"Roscommon County, MI",MI,11579,0.6803,0.7106,5597
"DeSoto County, FL",FL,12824,0.6332,0.6892,5596
"Klickitat County, WA",WA,9872,0.7649,0.7388,5579
"Marion County, TN",TN,11869,0.6833,0.6875,5575
"Park County, CO",CO,8988,0.8469,0.7305,5561
"Yankton County, SD",SD,9695,0.7788,0.7338,5540
"Gallia County, OH",OH,11614,0.6775,0.704,5539
"Wabasha County, MN",MN,9156,0.8059,0.7504,5537
"Washington County, MS",MS,17113,0.5387,0.6006,5536
"Wasco County, OR",OR,10563,0.7155,0.7321,5533
"Salem city, VA",VA,10256,0.7519,0.7172,5531
"Smyth County, VA",VA,12659,0.6087,0.7172,5526
"Clare County, MI",MI,12521,0.6207,0.7106,5523
"Pitkin County, CO",CO,9215,0.8201,0.7305,5521
"Mineral County, WV",WV,11120,0.7282,0.6809,5514
"Monroe County, GA",GA,10554,0.8141,0.6402,5500
"Pottawatomie County, KS",KS,9381,0.8191,0.7156,5498
"Lumpkin County, GA",GA,11669,0.7332,0.6402,5477
"Gladwin County, MI",MI,11280,0.6829,0.7106,5474
"Payette County, ID",ID,9692,0.7724,0.7305,5469
"Clay County, IN",IN,10549,0.7417,0.699,5469
"Obion County, TN",TN,12527,0.6342,0.6875,5462
"Floyd County, KY",KY,14700,0.5388,0.6892,5459
"Meeker County, MN",MN,9347,0.7768,0.7504,5449
"Muhlenberg County, KY",KY,12123,0.6497,0.6892,5428
"West Baton Rouge Parish, LA",LA,10974,0.7907,0.6254,5427
"McDonough County, IL",IL,11856,0.6369,0.7156,5404
"Hot Spring County, AR",AR,12310,0.6673,0.657,5397
"Alcorn County, MS",MS,14456,0.6215,0.6006,5396
"Saunders County, NE",NE,8899,0.8311,0.7288,5390
"Manistee County, MI",MI,10561,0.7137,0.7106,5356
"Oceana County, MI",MI,10419,0.7226,0.7106,5350
"Union County, GA",GA,11490,0.7256,0.6402,5337
"Fannin County, GA",GA,11890,0.7004,0.6402,5331
"Jim Wells County, TX",TX,13279,0.627,0.6402,5330
"Montgomery County, KY",KY,11005,0.702,0.6892,5325
"Whitley County, KY",KY,13541,0.5705,0.6892,5325
"Hood River County, OR",OR,8939,0.8129,0.7321,5320
"Jackson County, WV",WV,11515,0.6741,0.6809,5285
"White County, IN",IN,10254,0.736,0.699,5275
"Clarendon County, SC",SC,12356,0.6255,0.6809,5263
"Logan County, WV",WV,12760,0.6053,0.6809,5259
"White County, GA",GA,10729,0.7637,0.6402,5246
"Dodge County, MN",MN,8083,0.8638,0.7504,5239
"Jones County, GA",GA,10786,0.7576,0.6402,5232
"Natchitoches Parish, LA",LA,14508,0.5752,0.6254,5219
"Washington County, IA",IA,8972,0.7976,0.7288,5215
"Chambers County, AL",AL,13434,0.6109,0.6351,5213
"Dawson County, NE",NE,9145,0.7815,0.7288,5209
"White County, TN",TN,11226,0.6746,0.6875,5207
"Asotin County, WA",WA,9490,0.7427,0.7388,5207
"Barton County, KS",KS,10380,0.7002,0.7156,5201
"Anderson County, KY",KY,9653,0.7811,0.6892,5197
"Pike County, MS",MS,15007,0.5752,0.6006,5184
"Palo Pinto County, TX",TX,11234,0.7197,0.6402,5176
"San Juan County, WA",WA,9015,0.7767,0.7388,5173
"Los Alamos County, NM",NM,8247,0.9155,0.6842,5166
"Baker County, FL",FL,9165,0.8171,0.6892,5161
"Fillmore County, MN",MN,8723,0.7878,0.7504,5157
"Monroe County, MS",MS,13895,0.6172,0.6006,5150
"Franklin County, IN",IN,9211,0.7981,0.699,5139
"Madison County, GA",GA,11242,0.7139,0.6402,5138
"Marshall County, MS",MS,13187,0.6488,0.6006,5138
"Kewaunee County, WI",WI,8357,0.8255,0.7438,5131
"Logan County, KY",KY,11005,0.6748,0.6892,5118
"Iosco County, MI",MI,11713,0.613,0.7106,5102
"Dickinson County, IA",IA,8845,0.7889,0.7288,5085
"Yates County, NY",NY,9490,0.7494,0.7139,5077
"Hubbard County, MN",MN,8964,0.7504,0.7504,5048
"Custer County, OK",OK,11044,0.6956,0.657,5047
"Hart County, GA",GA,11034,0.7142,0.6402,5045
"Glenn County, CA",CA,9810,0.7167,0.7172,5043
"Lincoln County, MS",MS,13158,0.6378,0.6006,5040
"Fayette County, TX",TX,10403,0.7564,0.6402,5038
"Waynesboro city, VA",VA,9841,0.7124,0.7172,5028
"Carroll County, TN",TN,11541,0.6335,0.6875,5027
"Menominee County, MI",MI,10361,0.6819,0.7106,5021
"Juniata County, PA",PA,9025,0.7765,0.7156,5015
"Randolph County, IN",IN,10364,0.6921,0.699,5014
"Llano County, TX",TX,10765,0.7269,0.6402,5009
"Montgomery County, NC",NC,10643,0.6778,0.6941,5007
"Ware County, GA",GA,12957,0.6031,0.6402,5003
"Hickman County, TN",TN,9435,0.7697,0.6875,4993
"Washington County, NE",NE,8429,0.8118,0.7288,4987
"San Jacinto County, TX",TX,10881,0.7146,0.6402,4978
"Sanpete County, UT",UT,8888,0.7684,0.7288,4978
"Jefferson Davis Parish, LA",LA,12068,0.6595,0.6254,4977
"Kleberg County, TX",TX,11853,0.655,0.6402,4970
"Scotland County, NC",NC,12580,0.5684,0.6941,4963
"Rockbridge County, VA",VA,9552,0.7242,0.7172,4961
"Carroll County, IA",IA,8801,0.7729,0.7288,4958
"Adams County, WI",WI,9517,0.6991,0.7438,4949
"Dallas County, AL",AL,15947,0.4884,0.6351,4946
"Grimes County, TX",TX,10255,0.7528,0.6402,4942
"Gage County, NE",NE,9327,0.7263,0.7288,4937
"Jefferson County, OR",OR,8814,0.7639,0.7321,4929
"Churchill County, NV",NV,9516,0.7581,0.6809,4912
"Pike County, AL",AL,12484,0.6176,0.6351,4896
"Page County, VA",VA,9911,0.6869,0.7172,4883
"Greene County, VA",VA,8032,0.8443,0.7172,4864
"Webster Parish, LA",LA,14334,0.5425,0.6254,4863
"Lincoln County, WY",WY,8324,0.8122,0.7189,4860
"Ottawa County, OK",OK,11921,0.6205,0.657,4859
"Escambia County, AL",AL,12808,0.5962,0.6351,4850
"Shelby County, IL",IL,8918,0.7588,0.7156,4843
"Dukes County, MA",MA,7584,0.8695,0.7338,4839
"Del Norte County, CA",CA,9522,0.7079,0.7172,4834
"Carroll County, AR",AR,11347,0.6472,0.657,4825
"Wyandot County, OH",OH,8999,0.7616,0.704,4825
"Peach County, GA",GA,10598,0.7102,0.6402,4819
"Taylor County, KY",KY,10260,0.6815,0.6892,4819
"Malheur County, OR",OR,10292,0.6383,0.7321,4809
"Gunnison County, CO",CO,8494,0.7741,0.7305,4803
"Henderson County, TN",TN,10920,0.6384,0.6875,4793
"San Miguel County, NM",NM,11931,0.587,0.6842,4792
"Tate County, MS",MS,11018,0.7238,0.6006,4790
"Pike County, OH",OH,10866,0.6256,0.704,4786
"Buchanan County, IA",IA,8252,0.7956,0.7288,4785
"Houston County, MN",MN,8134,0.7838,0.7504,4784
"Cass County, TX",TX,11805,0.6328,0.6402,4782
"Lassen County, CA",CA,9247,0.7209,0.7172,4781
"Dunklin County, MO",MO,11257,0.6038,0.7024,4774
"Pontotoc County, MS",MS,11819,0.6707,0.6006,4761
"Russell County, VA",VA,10669,0.6198,0.7172,4743
"Titus County, TX",TX,11156,0.6638,0.6402,4741
"Mercer County, KY",KY,9181,0.7489,0.6892,4738
"Cassia County, ID",ID,8495,0.7633,0.7305,4737
"Ray County, MO",MO,9116,0.7394,0.7024,4734
"Osceola County, MI",MI,9356,0.7112,0.7106,4728
"Hardin County, TN",TN,11001,0.6249,0.6875,4726
"Franklin County, AL",AL,11954,0.6221,0.6351,4723
"Putnam County, GA",GA,10435,0.7066,0.6402,4721
"Williamsburg County, SC",SC,12291,0.5641,0.6809,4721
"Avoyelles Parish, LA",LA,14441,0.522,0.6254,4714
"Davison County, SD",SD,8899,0.7216,0.7338,4712
"Milam County, TX",TX,10152,0.7243,0.6402,4708
"Jackson County, IA",IA,8242,0.7833,0.7288,4705
"Mahaska County, IA",IA,8743,0.738,0.7288,4702
"Kent County, MD",MD,8493,0.7844,0.7057,4701
"Jones County, IA",IA,8198,0.7858,0.7288,4695
"Sumner County, KS",KS,8970,0.7312,0.7156,4693
"Winneshiek County, IA",IA,8139,0.7877,0.7288,4673
"Grant County, KY",KY,9224,0.7351,0.6892,4673
"Jerome County, ID",ID,8277,0.771,0.7305,4662
"Randolph County, WV",WV,10678,0.6407,0.6809,4659
"Cleburne County, AR",AR,10522,0.6685,0.657,4621
"Martin County, MN",MN,8839,0.6951,0.7504,4610
"Grand County, CO",CO,7475,0.8437,0.7305,4607
"McCurtain County, OK",OK,11143,0.6292,0.657,4606
"Crawford County, MO",MO,9580,0.681,0.7024,4582
"Taylor County, WI",WI,8046,0.7654,0.7438,4581
"Iberville Parish, LA",LA,11296,0.6464,0.6254,4566
"Green Lake County, WI",WI,8285,0.741,0.7438,4566
"Jackson County, WI",WI,8274,0.7415,0.7438,4563
"Sawyer County, WI",WI,8810,0.6963,0.7438,4563
"Butts County, GA",GA,8941,0.7969,0.6402,4561
"Miller County, MO",MO,9857,0.6586,0.7024,4560
"Garvin County, OK",OK,10110,0.6862,0.657,4558
"Grant County, NM",NM,11295,0.5897,0.6842,4557
"Dickinson County, KS",KS,8016,0.7943,0.7156,4556
"Carter County, KY",KY,10794,0.6119,0.6892,4552
"Hale County, TX",TX,11024,0.6445,0.6402,4549
"Park County, MT",MT,8366,0.7421,0.7321,4545
"Cedar County, IA",IA,7622,0.8175,0.7288,4541
"Stutsman County, ND",ND,9437,0.6565,0.7321,4536
"Macon County, TN",TN,9421,0.6994,0.6875,4530
"Saline County, IL",IL,10024,0.6308,0.7156,4525
"Union County, SD",SD,7310,0.8432,0.7338,4523
"Edgefield County, SC",SC,9768,0.6798,0.6809,4521
"Jackson County, OK",OK,9775,0.7038,0.657,4520
"Adams County, OH",OH,10421,0.614,0.704,4505
"Langlade County, WI",WI,8881,0.6811,0.7438,4499
"Bladen County, NC",NC,11824,0.5443,0.6941,4467
"Bandera County, TX",TX,9255,0.7534,0.6402,4464
"Brooke County, WV",WV,9675,0.6773,0.6809,4462
"Starke County, IN",IN,8983,0.7092,0.699,4453
"Grayson County, KY",KY,10129,0.6366,0.6892,4444
"Fayette County, IN",IN,9422,0.6742,0.699,4440
"Clinton County, MO",MO,8329,0.7589,0.7024,4440
"Jersey County, IL",IL,7965,0.7779,0.7156,4434
"Calhoun County, TX",TX,8670,0.7974,0.6402,4426
"Owen County, IN",IN,8618,0.7341,0.699,4422
"Bradford County, FL",FL,9278,0.6898,0.6892,4411
"Geneva County, AL",AL,10647,0.6516,0.6351,4406
"Ohio County, KY",KY,9107,0.701,0.6892,4400
"Audrain County, MO",MO,9219,0.6792,0.7024,4398
"Polk County, NC",NC,8976,0.7053,0.6941,4394
"Minidoka County, ID",ID,8107,0.7415,0.7305,4391
"Ogemaw County, MI",MI,9370,0.6591,0.7106,4388
"Buena Vista County, IA",IA,7546,0.7973,0.7288,4385
"Dillon County, SC",SC,10829,0.5946,0.6809,4384
"Spencer County, IN",IN,8078,0.7757,0.699,4380
"Wayne County, GA",GA,11061,0.618,0.6402,4376
"Piscataquis County, ME",ME,8385,0.7109,0.7338,4374
"Henry County, MO",MO,9217,0.6755,0.7024,4373
"Westmoreland County, VA",VA,8149,0.7475,0.7172,4369
"Scott County, IN",IN,9848,0.6344,0.699,4367
"Waseca County, MN",MN,7477,0.7772,0.7504,4361
"Stephens County, GA",GA,10524,0.647,0.6402,4359
"Sevier County, UT",UT,7503,0.7955,0.7288,4350
"Plumas County, CA",CA,8054,0.7522,0.7172,4345
"Hopewell city, VA",VA,9255,0.6535,0.7172,4338
"Douglas County, IL",IL,7765,0.7787,0.7156,4327
"Randolph County, MO",MO,9247,0.666,0.7024,4326
"Lincoln County, KY",KY,9705,0.6464,0.6892,4324
"McNairy County, TN",TN,9939,0.6322,0.6875,4320
"Abbeville County, SC",SC,9762,0.6494,0.6809,4317
"Washington County, FL",FL,9287,0.674,0.6892,4314
"Cherokee County, AL",AL,10192,0.6658,0.6351,4310
"Upson County, GA",GA,10595,0.6354,0.6402,4310
"Union County, SC",SC,11611,0.5447,0.6809,4306
"Nobles County, MN",MN,7674,0.7473,0.7504,4304
"Lincoln County, NM",NM,10000,0.628,0.6842,4297
"Montour County, PA",PA,7862,0.7633,0.7156,4294
"Dakota County, NE",NE,7459,0.789,0.7288,4289
"King William County, VA",VA,7352,0.8133,0.7172,4288
"Grady County, GA",GA,10108,0.6612,0.6402,4279
"Jefferson County, KS",KS,7412,0.8067,0.7156,4279
"Mason County, WV",WV,10211,0.6135,0.6809,4266
"Piatt County, IL",IL,6924,0.8606,0.7156,4264
"Inyo County, CA",CA,8040,0.7391,0.7172,4262
"Carroll County, IN",IN,8085,0.7539,0.699,4261
"Benzie County, MI",MI,7708,0.777,0.7106,4256
"Gem County, ID",ID,7643,0.7616,0.7305,4252
"Lampasas County, TX",TX,8390,0.7907,0.6402,4247
"Adair County, MO",MO,9126,0.6624,0.7024,4246
"Upshur County, WV",WV,9557,0.6517,0.6809,4241
"Fayette County, IA",IA,8342,0.6975,0.7288,4240
"Evangeline Parish, LA",LA,12561,0.5378,0.6254,4225
"Uinta County, WY",WY,7716,0.7609,0.7189,4221
"Spencer County, KY",KY,7308,0.8361,0.6892,4211
"Panola County, MS",MS,12312,0.5689,0.6006,4207
"Smith County, TN",TN,7932,0.7713,0.6875,4206
"Colonial Heights city, VA",VA,7530,0.7777,0.7172,4200
"Toombs County, GA",GA,10409,0.63,0.6402,4198
"Hughes County, SD",SD,7253,0.7885,0.7338,4197
"Poweshiek County, IA",IA,7804,0.7376,0.7288,4195
"Martin County, NC",NC,9502,0.6332,0.6941,4176
"Delaware County, IA",IA,7369,0.7771,0.7288,4173
"Bayfield County, WI",WI,7437,0.7545,0.7438,4173
"Madison County, IA",IA,6696,0.8536,0.7288,4165
"Washington County, MO",MO,8920,0.6644,0.7024,4163
"Perry County, KY",KY,11078,0.5427,0.6892,4143
"Decatur County, GA",GA,10621,0.6085,0.6402,4138
"Sumter County, GA",GA,10986,0.5884,0.6402,4138
"Caswell County, NC",NC,8830,0.673,0.6941,4125
"Henry County, IA",IA,7644,0.7389,0.7288,4116
"Kalkaska County, MI",MI,7789,0.743,0.7106,4112
"Texas County, MO",MO,9503,0.6152,0.7024,4106
"Marion County, SC",SC,12177,0.4941,0.6809,4097
"Seward County, NE",NE,6788,0.828,0.7288,4096
"Grainger County, TN",TN,9660,0.6155,0.6875,4088
"Clayton County, IA",IA,7509,0.7455,0.7288,4080
"Nicholas County, WV",WV,9466,0.6328,0.6809,4079
"Beadle County, SD",SD,7536,0.7366,0.7338,4073
"Johnson County, AR",AR,10316,0.5996,0.657,4064
"Marion County, AL",AL,10614,0.6026,0.6351,4062
"Lincoln County, MT",MT,9082,0.6095,0.7321,4052
"Perry County, IL",IL,7875,0.7185,0.7156,4049
"Morgan County, GA",GA,8120,0.7779,0.6402,4044
"Union County, MS",MS,9849,0.6827,0.6006,4039
"Rowan County, KY",KY,9592,0.6105,0.6892,4036
"Falls Church city, VA",VA,6273,0.8948,0.7172,4026
"Washburn County, WI",WI,7566,0.7151,0.7438,4024
"Greene County, GA",GA,8198,0.7642,0.6402,4011
"Paulding County, OH",OH,7624,0.7453,0.704,4000
"Simpson County, MS",MS,9543,0.6965,0.6006,3992
"Hampshire County, WV",WV,8643,0.6778,0.6809,3989
"Neshoba County, MS",MS,10283,0.6456,0.6006,3987
"Fulton County, IN",IN,8051,0.7081,0.699,3985
"Carbon County, UT",UT,8123,0.6725,0.7288,3982
"Harlan County, KY",KY,10731,0.5383,0.6892,3981
"Logan County, AR",AR,8521,0.7103,0.657,3976
"De Soto Parish, LA",LA,10504,0.6049,0.6254,3974
"Nodaway County, MO",MO,8460,0.6681,0.7024,3970
"Panola County, TX",TX,8898,0.696,0.6402,3965
"Clay County, IA",IA,7282,0.7454,0.7288,3956
"Fayette County, IL",IL,7814,0.7072,0.7156,3954
"Saline County, MO",MO,8053,0.6979,0.7024,3947
"Logan County, CO",CO,8203,0.6575,0.7305,3940
"Winston County, AL",AL,9420,0.6579,0.6351,3936
"Bourbon County, KY",KY,8134,0.702,0.6892,3936
"Iowa County, IA",IA,6909,0.781,0.7288,3933
"McDonald County, MO",MO,8558,0.6537,0.7024,3929
"Seward County, KS",KS,7257,0.7542,0.7156,3917
"Duchesne County, UT",UT,6878,0.7813,0.7288,3916
"Hancock County, IL",IL,7613,0.7184,0.7156,3914
"Crawford County, IL",IL,7492,0.7297,0.7156,3912
"La Paz County, AZ",AZ,8959,0.6298,0.6925,3907
"Colusa County, CA",CA,7512,0.7253,0.7172,3907
"Plaquemines Parish, LA",LA,8218,0.76,0.6254,3906
"Somerset County, MD",MD,8348,0.6616,0.7057,3897
"Montague County, TX",TX,8538,0.7122,0.6402,3893
"Lavaca County, TX",TX,8476,0.7172,0.6402,3892
"Simpson County, KY",KY,8025,0.7033,0.6892,3890
"Morgan County, MO",MO,8699,0.6365,0.7024,3889
"Hardeman County, TN",TN,9110,0.6206,0.6875,3887
"Adams County, MS",MS,11464,0.5643,0.6006,3885
"Richland County, WI",WI,7250,0.7196,0.7438,3880
"Mariposa County, CA",CA,7508,0.72,0.7172,3877
"Richland County, ND",ND,6849,0.7727,0.7321,3874
"Caddo County, OK",OK,9053,0.6511,0.657,3873
"Scott County, VA",VA,9127,0.5913,0.7172,3871
"Andrew County, MO",MO,6988,0.7884,0.7024,3870
"Lafayette County, WI",WI,6763,0.7676,0.7438,3861
"Marquette County, WI",WI,6987,0.7425,0.7438,3859
"DeKalb County, TN",TN,8652,0.648,0.6875,3854
"Morgan County, WV",WV,7342,0.771,0.6809,3854
"Colorado County, TX",TX,7937,0.7567,0.6402,3845
"Labette County, KS",KS,8078,0.6635,0.7156,3835
"Schuyler County, NY",NY,7355,0.7295,0.7139,3830
"Meigs County, OH",OH,9102,0.5977,0.704,3830
"George County, MS",MS,9302,0.6853,0.6006,3829
"Itawamba County, MS",MS,9619,0.6617,0.6006,3823
"Burleson County, TX",TX,7900,0.7555,0.6402,3821
"Copiah County, MS",MS,10060,0.6315,0.6006,3816
"Lauderdale County, TN",TN,9325,0.5951,0.6875,3815
"Orange County, IN",IN,7970,0.6845,0.699,3814
"Benton County, MO",MO,8573,0.6333,0.7024,3814
"Edgar County, IL",IL,7567,0.7035,0.7156,3810
"Brown County, IN",IN,6781,0.803,0.699,3806
"Yancey County, NC",NC,8130,0.6745,0.6941,3806
"Allen County, KY",KY,8035,0.6871,0.6892,3805
"Perry County, MO",MO,7525,0.719,0.7024,3800
"Overton County, TN",TN,9071,0.6094,0.6875,3800
"Shelby County, TX",TX,9366,0.6332,0.6402,3797
"Sullivan County, IN",IN,7832,0.6914,0.699,3785
"Elbert County, GA",GA,8376,0.7049,0.6402,3780
"Ste. Genevieve County, MO",MO,7137,0.7532,0.7024,3776
"Cherokee County, KS",KS,7887,0.6679,0.7156,3770
"Aitkin County, MN",MN,7222,0.6951,0.7504,3767
"Madison County, NC",NC,8342,0.6502,0.6941,3765
"Woodward County, OK",OK,7925,0.722,0.657,3759
"McKenzie County, ND",ND,5997,0.8529,0.7321,3744
"Burnett County, WI",WI,7188,0.7001,0.7438,3743
"Patrick County, VA",VA,7781,0.6705,0.7172,3742
"Knox County, KY",KY,11711,0.4635,0.6892,3741
"Baker County, OR",OR,7355,0.6947,0.7321,3741
"Union County, TN",TN,7931,0.6861,0.6875,3741
"Burke County, GA",GA,9184,0.6349,0.6402,3733
"Meriwether County, GA",GA,8391,0.693,0.6402,3723
"Kanabec County, MN",MN,6564,0.7557,0.7504,3723
"Tama County, IA",IA,6720,0.76,0.7288,3722
"Fairfield County, SC",SC,8930,0.6117,0.6809,3720
"Limestone County, TX",TX,8389,0.6927,0.6402,3720
"Bolivar County, MS",MS,11915,0.519,0.6006,3714
"Kossuth County, IA",IA,6543,0.7778,0.7288,3709
"Warren County, IL",IL,6787,0.7636,0.7156,3708
"Hardee County, FL",FL,8219,0.654,0.6892,3704
"Prentiss County, MS",MS,9595,0.6416,0.6006,3698
"Jay County, IN",IN,7807,0.6748,0.699,3683
"Franklin County, GA",GA,8994,0.6392,0.6402,3681
"Vernon County, MO",MO,7754,0.6749,0.7024,3676
"Southampton County, VA",VA,6868,0.745,0.7172,3670
"Perry County, IN",IN,7758,0.6755,0.699,3663
"Otoe County, NE",NE,6383,0.787,0.7288,3661
"Bee County, TX",TX,8807,0.647,0.6402,3648
"Humboldt County, NV",NV,6911,0.7732,0.6809,3639
"Mercer County, IL",IL,6565,0.7727,0.7156,3630
"Hardin County, IA",IA,7038,0.7076,0.7288,3630
"Bosque County, TX",TX,7496,0.7558,0.6402,3627
"Breckinridge County, KY",KY,8069,0.6481,0.6892,3604
"Tipton County, IN",IN,6266,0.8222,0.699,3601
"Randolph County, AL",AL,9271,0.6112,0.6351,3599
"Idaho County, ID",ID,6776,0.7269,0.7305,3598
"Assumption Parish, LA",LA,8830,0.6516,0.6254,3598
"Hamilton County, IA",IA,6434,0.7667,0.7288,3595
"Marion County, KY",KY,7724,0.6751,0.6892,3594
"Nantucket County, MA",MA,5252,0.9325,0.7338,3594
"Roseau County, MN",MN,6296,0.7604,0.7504,3593
"Giles County, VA",VA,6698,0.7468,0.7172,3587
"Fountain County, IN",IN,6941,0.7391,0.699,3586
"Crawford County, WI",WI,6706,0.7188,0.7438,3586
"Gilchrist County, FL",FL,7151,0.7273,0.6892,3584
"Boone County, WV",WV,7927,0.6638,0.6809,3583
"De Witt County, IL",IL,6595,0.7575,0.7156,3575
"Sibley County, MN",MN,5929,0.8024,0.7504,3570
"Unicoi County, TN",TN,7795,0.6654,0.6875,3566
"Harrison County, KY",KY,7293,0.7093,0.6892,3565
"Osage County, KS",KS,6432,0.7743,0.7156,3564
"Pennington County, MN",MN,6207,0.7643,0.7504,3560
"Yell County, AR",AR,8323,0.6509,0.657,3559
"Hockley County, TX",TX,7915,0.7024,0.6402,3559
"Chattooga County, GA",GA,9154,0.6069,0.6402,3557
"Clarke County, VA",VA,5890,0.8393,0.7172,3545
"Pointe Coupee Parish, LA",LA,8335,0.6786,0.6254,3538
"Humphreys County, TN",TN,7241,0.7092,0.6875,3531
"Morgan County, TN",TN,7188,0.7143,0.6875,3530
"Clark County, IL",IL,6555,0.7498,0.7156,3517
"Lamar County, GA",GA,7133,0.7692,0.6402,3512
"Beckham County, OK",OK,8188,0.6523,0.657,3509
"Otero County, CO",CO,7584,0.6315,0.7305,3499
"Ashland County, WI",WI,6832,0.6886,0.7438,3499
"Floyd County, IA",IA,6503,0.7374,0.7288,3495
"Johnson County, KY",KY,9040,0.5605,0.6892,3492
"Harrison County, IA",IA,6089,0.7866,0.7288,3491
"Potter County, PA",PA,6992,0.6933,0.7156,3469
"Manassas Park city, VA",VA,5193,0.9315,0.7172,3469
"Rush County, IN",IN,6746,0.7349,0.699,3465
"Renville County, MN",MN,6056,0.7618,0.7504,3462
"Mono County, CA",CA,5744,0.8395,0.7172,3459
"Young County, TX",TX,7643,0.7043,0.6402,3446
"Cibola County, NM",NM,8503,0.5913,0.6842,3440
"Gray County, TX",TX,7991,0.6724,0.6402,3440
"Rabun County, GA",GA,7615,0.7048,0.6402,3436
"Nelson County, VA",VA,6364,0.7526,0.7172,3435
"Conway County, AR",AR,8279,0.6309,0.657,3432
"Archuleta County, CO",CO,5921,0.793,0.7305,3430
"Lee County, VA",VA,8527,0.5609,0.7172,3430
"Scott County, MS",MS,9686,0.5889,0.6006,3426
"Prince Edward County, VA",VA,7641,0.6252,0.7172,3426
"Pike County, GA",GA,6721,0.7954,0.6402,3423
"Ouachita County, AR",AR,8624,0.6038,0.657,3421
"Emanuel County, GA",GA,8312,0.6424,0.6402,3418
"Columbia County, AR",AR,8409,0.6175,0.657,3412
"Price County, WI",WI,6539,0.7013,0.7438,3411
"Saluda County, SC",SC,7670,0.6522,0.6809,3406
"Faribault County, MN",MN,6079,0.7464,0.7504,3405
"Pierce County, GA",GA,7605,0.6987,0.6402,3402
"Poinsett County, AR",AR,8792,0.5885,0.657,3400
"Polk County, TN",TN,7424,0.6655,0.6875,3397
"Jefferson County, IA",IA,6952,0.6699,0.7288,3394
"Butler County, IA",IA,5863,0.794,0.7288,3393
"Warren County, NC",NC,8147,0.5998,0.6941,3392
"Gaines County, TX",TX,6929,0.763,0.6402,3385
"Seminole County, OK",OK,8782,0.5861,0.657,3382
"Avery County, NC",NC,6791,0.7172,0.6941,3380
"Anson County, NC",NC,8548,0.5695,0.6941,3379
"Scott County, TN",TN,8755,0.5612,0.6875,3378
